id,page_break,position
84933,f,
85013,f,
85015,f,
85030,f,
85031,f,
88641,f,
85061,f,Pos. 3.0
85063,f,Pos. 4.0
85134,f,
85135,f,
85136,f,
85168,f,
85216,f,2.0
85227,f,3
85241,f,
254799,f,5
85259,f,
85260,f,
240966,f,
85262,f,
93926,f,
85264,f,
85268,f,
85269,f,
85272,f,
85283,f,
85286,f,
85289,f,
85292,f,
85309,f,
85420,f,
85421,f,
85422,f,
85426,f,
87356,f,
85450,f,
85497,f,
85500,f,
85504,f,
85625,f,
85645,f,
85656,f,
85658,f,
85661,f,Pos. 1.0
85665,f,
85764,f,
85782,f,1.0
85783,f,0
85784,f,3.0
85800,f,
85801,f,
85805,f,
86069,f,
86072,f,
86075,f,
86078,f,
86081,f,
86109,f,
86139,f,
86159,f,
86169,f,
86193,f,
86196,f,
86198,f,
86200,f,
86227,f,
86228,f,
52917,f,
86229,f,
86231,f,
86240,f,
86241,f,
86242,f,
86243,f,
86244,f,
86245,f,
86298,f,
86301,f,
86314,f,
86323,f,
86349,f,1.0
86351,f,
86352,f,2.0
52924,f,
87381,f,
86375,f,
86377,f,
86379,f,
86381,f,
86402,f,
86407,f,
86581,f,
86621,f,
86672,f,
86686,f,
86690,f,
86714,f,
86715,f,
86716,f,
100516,f,
86778,f,
86839,f,
86841,f,
86843,f,
86862,f,
87209,f,Pos 1.0
86879,f,1.0
86906,f,
86954,f,
86956,f,
86998,f,
93941,f,
169283,f,
87153,f,
87171,f,
87211,f,Pos 2.0
87223,f,
87226,f,
87239,f,
87302,f,1.0
87303,f,
87315,f,
87317,f,
87354,f,
87383,f,
87389,f,
87391,f,
87393,f,
87395,f,
87397,f,
87399,f,
87401,f,
87403,f,
87405,f,
87409,f,
87411,f,
87413,f,
87450,f,
87459,f,
87556,f,
87560,f,
87562,f,
87567,f,
87583,f,
87612,f,
87685,f,
87733,f,
87809,f,
87818,f,
87828,f,
87829,f,
87846,f,
87853,f,
87862,f,1.0
87863,f,
87864,f,2.0
87865,f,
87868,f,3.0
87869,f,
87872,f,
88090,f,1.0
297486,f,
88106,f,1.0
88108,f,2.0
88112,f,5.0
88123,f,
88153,f,1.0
88154,f,
88155,f,2.0
88156,f,
88157,f,3.0
52925,f,
88176,f,2.0
88180,f,
88213,f,1.0
88214,f,
88215,f,2.0
88216,f,
88217,f,
88259,f,4.0
88267,f,
88298,f,1.0
88299,f,2.0
88300,f,
88331,f,1.0
88332,f,2.0
88333,f,3.0
88362,f,1.0
88363,f,2.0
88539,f,
88364,f,3.0
88365,f,
88366,f,4.0
88367,f,
88466,f,1.0
88467,f,2.0
100518,f,
88468,f,3.0
88469,f,
88498,f,1.0
88499,f,
88538,f,1.0
88540,f,2.0
88541,f,
88542,f,
88543,f,3.0
88544,f,
88548,f,1.0
88549,f,
88550,f,2.0
88634,f,1.0
88635,f,
88636,f,2.0
88637,f,
88703,f,1.0
88704,f,2.0
88710,f,4.0
88711,f,
88712,f,
88715,f,5.0
88716,f,
88720,f,6.0
88721,f,
88722,f,
88725,f,7.0
88727,f,8.0
88729,f,9.0
88732,f,10.0
88733,f,10.1
88757,f,
88859,f,
88860,f,
89055,f,
89110,f,1.0
89142,f,
89143,f,
89223,f,
89293,f,
89294,f,
89295,f,
89321,f,45
89322,f,160
89323,f,1.0
52926,f,
89325,f,
89327,f,Pos.2.0
89329,f,
89466,f,1.0
89468,f,
89470,f,
89472,f,
89476,f,
89478,f,
89509,f,
89511,f,
89539,f,
89554,f,
89556,f,
89558,f,
52927,f,
90160,f,
89563,f,
89599,f,
89600,f,
89609,f,
89630,f,1.0
89645,f,
230381,f,
298130,f,
89657,f,3.0
89697,f,
89699,f,
89736,f,
89737,f,
89788,f,
89802,f,
89827,f,
89830,f,
89849,f,
89868,f,
89887,f,
89888,f,
107557,f,
89928,f,
89975,f,
89999,f,1.0
90000,f,2.0
90040,f,1
90043,f,
90047,f,
90055,f,
90056,f,
301424,f,
90057,f,
90067,f,
90131,f,
90134,f,
90137,f,
90161,f,
90199,f,
90337,f,2.0
90344,f,1.0
90375,f,
90426,f,
90435,f,
90441,f,
90726,f,
101568,f,Pos 8.0
101610,f,
90471,f,
90486,f,
90497,f,
90500,f,
90509,f,
90515,f,1.0
90529,f,3.0
90553,f,Pos.1.0
298076,f,
266928,f,
90695,f,
90725,f,
90727,f,
90730,f,
90737,f,
325637,f,
70223,f,
347101,f,1.0
316673,f,
330334,f,
311929,f,
347778,f,
325638,f,
91000,f,
91017,f,
91050,f,
91097,f,
91098,f,
91101,f,
91102,f,
91162,f,
91176,f,
91276,f,
91277,f,
91302,f,
91402,f,
91403,f,
91440,f,
91444,f,
91445,f,
91446,f,
91447,f,
91465,f,
91477,f,
91478,f,
70225,t,
91479,f,
91482,f,1.0
91483,f,2.0
91507,f,1.0
91528,f,
91529,f,
91530,f,
91531,f,
91572,f,
92009,f,
91580,f,
91591,f,1.1
91597,f,
91602,f,2.0
92036,f,
91622,f,
91702,f,1.0
91706,f,
91754,f,
91812,f,
91835,f,
91937,f,
91941,f,
91994,f,
92015,f,1
92023,f,Pos.1.0
92025,f,Pos.2.0
92026,f,
92060,f,
92065,f,
92070,f,
92073,f,
301771,f,
304522,f,
92076,f,
100525,f,
131438,f,
95731,f,
92473,f,Pos.2.0
92080,f,
92083,f,
92086,f,
92089,f,
92143,f,
92170,f,
342715,f,
92200,f,
92572,f,5
92203,f,
92207,f,
92210,f,
92213,f,
92217,f,
342717,f,
100530,f,
187782,f,
92220,f,
92590,f,
92595,f,
92223,f,
92226,f,
92236,f,
92446,f,Pos.1.0
92449,f,Pos. 2.0
92463,f,
92464,f,
92470,f,Pos.1.0
92488,f,2
92491,f,3
92543,f,
92988,f,
92641,f,
92642,f,
92644,f,
92646,f,
92650,f,
92653,f,
92675,f,
92684,f,
92698,f,
92705,f,
92721,f,
92734,f,
92737,f,
92758,f,
92767,f,
92791,f,
92792,f,
92793,f,
92801,f,
92843,f,1.0
261002,f,
92972,f,
92844,f,1.1
92845,f,2.0
92991,f,Pos.6.0
92846,f,3.0
92847,f,4.0
92848,f,5.0
92849,f,6.0
92852,f,8.1
92854,f,10.0
92969,f,
92970,f,
260859,f,
92978,f,
92980,f,
92986,f,Pos.3.0
93692,f,
92995,f,Pos.8.0
93000,f,
93027,f,2
93030,f,
93033,f,Pos.7.0
93040,f,Pos.10.0
93097,f,
93098,f,
93099,f,1
306490,f,
307471,f,
93462,f,
93110,f,1
93113,f,
93114,f,
93156,f,
93171,f,
93248,f,
93268,f,
93270,f,
93359,f,
93360,f,
93362,f,1
93394,f,5.0
93398,f,4.0
93404,f,
93463,f,1.0
93464,f,2.0
93700,f,
93465,f,3.0
93476,f,1.0
93478,f,2.0
93480,f,3.0
93482,f,4.0
93484,f,5.0
93486,f,6.0
93488,f,7.0
93490,f,8.0
93492,f,9.0
93631,f,4
308835,f,
95428,f,
93634,f,5
93675,f,
93691,f,
93721,f,
93821,f,8.0
93853,f,1.0
93856,f,2.0
93859,f,3.0
93861,f,4.0
93862,f,5.0
93864,f,6.0
93867,f,7.0
93872,f,9.0
311899,f,
93960,f,
94001,f,
94002,f,
94003,f,
94016,f,
94085,f,
94098,f,
94214,f,
94221,f,
94268,f,
94306,f,
94307,f,
94319,f,
94370,f,
94371,f,
311900,f,
94372,f,
94373,f,
94374,f,
94375,f,
94544,f,
94376,f,
94377,f,
94385,f,
94386,f,
94400,f,2
94446,f,3
94451,f,Pos.1.0
94454,f,Pos.2.0a
94458,f,Pos.2.0b
111338,f,3.0
94459,f,Pos.2.0c
94477,f,
94525,f,Pos.3.0
282218,f,
94527,f,Pos.4.0
94573,f,
94607,f,Pos. 1.0
94609,f,
94611,f,
94620,f,Pos. 1.0
94659,f,
94676,f,
94678,f,2
94679,f,3
94756,f,
94798,f,Pos. 2.0
94806,f,
94930,f,
94938,f,
94939,f,
94942,f,
95012,f,
95089,f,1
95097,f,
95100,f,
95124,f,
95125,f,
95127,f,
95129,f,
107558,f,
95131,f,
95183,f,
95186,f,
95209,f,Pos.1.0
95210,f,
95223,f,
95352,f,
95354,f,
95411,f,1.0
95425,f,
95452,f,
95461,f,
95464,f,
95502,f,
95580,f,Pos. 1.0
95581,f,Pos. 2.0
95582,f,Pos. 3.0
95583,f,Pos. 4.0
95586,f,
95588,f,Pos. 1.0
95615,f,Pos. 1.0
95649,f,
95668,f,
95669,f,
96552,f,
95788,f,
95791,f,
95794,f,
95797,f,
95800,f,
95808,f,
95814,f,
95863,f,1.0
95864,f,
95865,f,
95866,f,
95868,f,2.0
95869,f,
95870,f,
95872,f,3.0
95873,f,
95891,f,
95893,f,
95895,f,
95897,f,
95899,f,
95901,f,
95903,f,
95905,f,
95907,f,
304401,f,
95909,f,
95911,f,
95913,f,
95915,f,
95917,f,
95919,f,
95921,f,
95954,f,1.0
96098,f,
96102,f,
96160,f,
96166,f,
96167,f,
96185,f,
96232,f,3.0
96291,f,
96300,f,
96315,f,Pos. 2.0
96344,f,
96346,f,
96392,f,
96394,f,
96446,f,
96447,f,
96457,f,
96458,f,
96464,f,10.0
96470,f,
96499,f,
96501,f,
96510,f,10.0
96511,f,20.1
96512,f,10.1
96513,f,20.0
96520,f,1.0
96529,f,
208543,f,
96582,f,1.0
96583,f,2.0
96584,f,
96585,f,
111340,f,
96598,f,2.0 / 3.0
96600,f,5.0
99636,f,
96602,f,4.0
96610,f,
96612,f,
97488,f,
96623,f,
96625,f,
96670,f,
96839,f,1.0
169297,f,
96841,f,
96880,f,
96881,f,
96914,f,
96915,f,
96935,f,
96937,f,
96938,f,
96943,f,
96972,f,
96974,f,Pos. 2.0
97030,f,
97031,f,1.0
97223,f,
97231,f,
97257,f,
97258,f,
97321,f,
290450,f,
97444,f,1
97489,f,
97557,f,1
97746,f,
130670,f,1.0
97773,f,
97790,f,
97801,f,
97865,f,
305864,f,
112962,f,
99252,f,
97915,f,
97924,f,1.0
97926,f,2.0
98008,f,Pos. 1.0
98021,f,1
98396,f,1.0
98397,f,2.0
98404,f,
98508,f,
98521,f,
98522,f,
98552,f,
98656,f,
98673,f,1.0
98712,f,3
98860,f,1.0
98933,f,
99619,f,
98956,f,
98957,f,
98960,f,
99135,f,
99251,f,
99261,f,
99325,f,3
99424,f,
99425,f,
99426,f,
99427,f,
341811,f,
169321,f,
99489,f,
99544,f,1.0
99579,f,1
99670,f,
99775,f,
99791,f,
99820,f,
308870,f,
99821,f,
99835,f,
99859,f,1.0
99871,f,
99881,f,
99944,f,
99950,f,
99952,f,
99970,f,
99974,f,
100005,f,
100006,f,
100021,f,
100028,f,
100029,f,
100030,f,
100075,f,
100079,f,Pos.1.5
100093,f,
100094,f,
100754,f,
100097,f,
100099,f,
100101,f,1.0
100155,f,
100156,f,
100164,f,
100182,f,
100204,f,
100220,f,
100314,f,1.0
100315,f,2.0
100350,f,
100353,f,
100394,f,1.0
100395,f,2.0
100406,f,
100428,f,
100433,f,
100452,f,3
100455,f,1.0
100456,f,
100457,f,
100478,f,Pos.1.0
100512,f,
100532,f,
100571,f,Pos. 2.0
100573,f,Pos. 3.0
100635,f,
100636,f,
100678,f,Pos.8.0
100680,f,
100685,f,
100744,f,
100745,f,
100753,f,
100761,f,Pos.4.0
131650,f,6.0
100763,f,Pos.5.0
100820,f,
100822,f,
100826,f,1
169336,f,5
100841,f,2.0
100847,f,
100868,f,1.0
100870,f,Pos. 1.0
100879,f,
100890,f,
100892,f,
101054,f,
100897,f,
100899,f,2.1
100905,f,Pos. 1.0
100906,f,Pos. 2.0
100933,f,
100935,f,
100964,f,
100988,f,
100989,f,
100998,f,
101000,f,
101002,f,
112966,f,
50159,f,
101178,f,Pos. 2.0
101042,f,
180201,f,
101056,f,Pos. 2.0
101057,f,
101065,f,
101067,f,
101069,f,Pos. 1.0
101082,f,
101084,f,
101085,f,
101086,f,2.0
101088,f,1
101124,f,
101177,f,Pos. 1.0
101179,f,Pos. 2.5
101305,f,
131481,f,
101187,f,
101197,f,
101232,f,
101233,f,
101234,f,
101237,f,
101239,f,
101242,f,1
101265,f,
101272,f,Pos.1.0
253290,f,
101291,f,
101295,f,
131475,f,
101297,f,
101306,f,
101309,f,
101313,f,
101314,f,1
101320,f,Pos. 1.0
101329,f,1.0
101332,f,
101343,f,
322953,f,
102655,f,
101357,f,
267218,f,
101371,f,
101385,f,
101399,f,
209749,f,
101413,f,
101427,f,
112976,f,
101441,f,
101455,f,
301779,f,
101469,f,
101483,f,
101562,f,Pos 6.0
130673,f,5
101497,f,
101511,f,
101525,f,
101537,f,
101540,f,
101541,f,1.0
101542,f,
101544,f,Pos 1.0
101550,f,Pos 3.0
101553,f,Pos 4.0
101556,f,Pos 4.5
101559,f,Pos 5.0
101565,f,
101622,f,
101675,f,
101706,f,
101714,f,
101734,f,
101736,f,5
101737,f,6
101738,f,
101745,f,
101755,f,
101776,f,Pos. 1.5
101790,f,
101806,f,
101839,f,
101841,f,
101849,f,
101874,f,
101876,f,
101880,f,
113019,f,
101903,f,Pos.2.0
101904,f,
101905,f,Pos.1.1
101906,f,
101907,f,Pos.1.2
101908,f,Pos.6.0
101909,f,
101910,f,
101911,f,
101914,f,
101915,f,
101926,f,
101928,f,
101931,f,
101958,f,Pos. 3.0
101964,f,2
102077,f,
102115,f,
102169,f,Pos. 1.0
102170,f,Pos. 1.5
102171,f,
102174,f,
102191,f,
102207,f,Pos. 2.5
102208,f,Pos. 2.0
102209,f,
102210,f,
102211,f,
102212,f,
102213,f,
50339,f,
102216,f,
102219,f,
102220,f,
102227,f,
102242,f,
102245,f,
310254,f,
102249,f,
102270,f,
102271,f,
102272,f,
102350,f,
102367,f,1.0
102458,f,
102551,f,
102664,f,
102705,f,
102708,f,2
102716,f,1.0
102723,f,
102743,f,
102744,f,Pos.1.0
102748,f,Pos.2.0
131480,f,
102750,f,Pos.3.0
102753,f,Pos.4.0
70280,f,
102765,f,Pos.6.0
102768,f,
113051,f,1.0 + 2.0 + 3.0
121315,f,
102772,f,Pos.7.0
102776,f,
102777,f,
102778,f,
102779,f,
102780,f,
102781,f,
102786,f,1.0
102787,f,2.0
102789,f,3.0
102796,f,
104551,f,
102797,f,Pos.8.0
102803,f,
102804,f,
102805,f,
102806,f,
102807,f,
102808,f,
102818,f,
102819,f,
102820,f,
102821,f,
102822,f,
135534,f,
102844,f,2.0
102854,f,
70281,f,
113052,f,
113091,f,
102885,f,
340563,f,
102886,f,
102974,f,
103127,f,
103130,f,
103175,f,
103247,f,
103248,f,Pos.1.0
103249,f,
103263,f,Pos.1.0
103268,f,
103271,f,
103280,f,Pos. 3.0
103298,f,
103301,f,
103303,f,Pos.5.0
103305,f,
103464,f,
103489,f,4
103514,f,Pos.2.0 Façade
103522,f,Pos.10.0
310070,f,
131484,f,
103527,f,
70282,f,
103528,f,
103534,f,
103553,f,
103684,f,
103700,f,
103701,f,
103718,f,
103719,f,
103720,f,
103742,f,
103745,f,
103746,f,
103747,f,
103748,f,
103749,f,
103750,f,
103752,f,
103754,f,
103759,f,
103760,f,
103762,f,
103843,f,
104552,f,
103857,f,Pos. 2.0
103863,f,2
103910,f,
70283,f,
103911,f,
103912,f,
103913,f,
103914,f,
103919,f,
103940,f,
103942,f,
117285,f,
117290,f,
224231,f,
311511,f,
312473,f,
104074,f,
104083,f,
104103,f,
104142,f,
104181,f,
104310,f,2.0
104380,f,
104443,f,
104454,f,
104481,f,
104550,f,
104553,f,
104554,f,
104555,f,
104556,f,
104557,f,
104558,f,
104559,f,
104560,f,
104561,f,
104562,f,
104563,f,
104564,f,
104565,f,
104664,f,
104702,f,1.0
104703,f,
104715,f,1.5
118561,f,
104750,f,1.0
104752,f,2.0
104753,f,3.0
104754,f,4.0
104755,f,5.0
104837,f,
104947,f,
105183,f,
105184,f,
105185,f,
105232,f,2.0
105233,f,3.0
105259,f,1.0
105261,f,2.0
105263,f,3.0
105265,f,4.0
105268,f,5.0
105271,f,6.0
105274,f,109
105275,f,110
105298,f,4.0 - alt
105300,f,5.0 - alt
105304,f,7.0 - alt
105308,f,9.0
105310,f,10
105312,f,11.0
119236,f,
340564,f,
70285,f,
105314,f,12.0
105317,f,8.0 - alt
105329,f,
105353,f,
105448,f,1.0
105451,f,2.0
105454,f,3.0
105457,f,4.0
105460,f,5.0
105463,f,109
105561,f,
105562,f,
105606,f,
105612,f,
105631,f,
105638,f,
105685,f,Pos.1.0
105698,f,
105702,f,
105723,f,1.0
105744,f,2.0
105747,f,
105777,f,
106338,f,
105934,f,
105943,f,
105986,f,
106013,f,
106014,f,
106186,f,
106271,f,Façade Nord
106275,f,Façade Ouest
106308,f,Façade sud-est
106331,f,
106337,f,
106374,f,
106375,f,
106377,f,
106378,f,
106380,f,
106384,f,
106385,f,
106386,f,
106448,f,
106451,f,
106471,f,
106510,f,4
106538,f,1.0
106539,f,2.0
106584,f,
106590,f,
106708,f,
106709,f,
106781,f,6.0
106787,f,
106848,f,
106849,f,
106882,f,
106886,f,
106949,f,
106950,f,
106952,f,
107040,f,
107110,f,Pos. 1.5
107146,f,
107147,f,
107148,f,
108266,f,
107171,f,
107173,f,1.0
107185,f,
107186,f,
107199,f,
107203,f,
107206,f,
107259,f,1.0
107401,f,
107403,f,
107429,f,
107437,f,
107487,f,
107567,f,
107568,f,
107585,f,
107600,f,
107636,f,
107644,f,
107672,f,
107774,f,
71808,f,
107775,f,
107893,f,
108167,f,1.0
108168,f,2.0
108172,f,1.0
108193,f,
108196,f,
108217,f,Pos.3.0
108219,f,
108221,f,Pos.4.0
108223,f,
108224,f,
108243,f,
108255,f,Pos.5.0
108257,f,Pos.9.0
108259,f,Pos.10.0
108261,f,Pos.7.0
108263,f,
108265,f,
108298,f,
108299,f,
108327,f,
108343,f,
108375,f,2.0
108376,f,
108378,f,1.0
108380,f,2.0
108382,f,4.0
108383,f,4.1
108397,f,
108398,f,
108802,f,
108403,f,
108428,f,
108441,f,
108532,f,
108540,f,
108541,f,
108544,f,2.0
108545,f,3.0
108568,f,
108599,f,Pos.1.0
108601,f,Pos.2.0
108622,f,Pos.9.0
108624,f,
108658,f,Pos.4.0
108660,f,
108775,f,4.8
108778,f,5.1
109257,f,
108814,f,5.2
108815,f,3.1
108816,f,3.2
108817,f,4.1
108819,f,4.2
108820,f,4.3
108821,f,4.4
108822,f,4.5
108823,f,4.6
108843,f,
108855,f,
108892,f,
108896,f,
108897,f,
108899,f,
108926,f,
108927,f,
109008,f,
109193,f,
109207,f,
109208,f,Pos.1.0
109209,f,
109219,f,
109236,f,1.0
109237,f,1.1
302496,f,
109238,f,2.0
109241,f,
109253,f,
109295,f,
109302,f,
109303,f,
109304,f,
109312,f,3.0
109357,f,1.0
109358,f,2.0
109395,f,1.0
109499,f,
109500,f,
109501,f,3.0
109502,f,
109563,f,
110003,f,
109597,f,
109661,f,
109671,f,
109673,f,
109727,f,
109732,f,
109734,f,
109761,f,
109781,f,Pos.1.0
109783,f,
109791,f,
109792,f,
109793,f,
109807,f,1.0
110013,f,
110140,f,2.0
110177,f,2.0
110322,f,
110334,f,
110372,f,
110462,f,
172445,f,
110380,f,
110389,f,
110399,f,1.0
110416,f,
110431,f,
110432,f,
110433,f,
110458,f,
110459,f,
110460,f,
110461,f,
110463,f,
110464,f,
110469,f,
110470,f,
110525,f,
110526,f,
110527,f,
110528,f,
110551,f,
110595,f,
110620,f,
110990,f,
110622,f,
110681,f,2.0
110686,f,
110687,f,
110688,f,
110717,f,1.0
110727,f,
110728,f,
110737,f,
110739,f,
110796,f,
110837,f,
110839,f,
110841,f,
110845,f,
110847,f,
110892,f,1.1
110900,f,1
110905,f,
110936,f,
110937,f,1.0
110977,f,1.0
110983,f,
180256,f,
111040,f,1.0
111102,f,
111118,f,
111119,f,
111137,f,
337209,f,
111172,f,
111225,f,2.0
111261,f,
111262,f,
111266,f,
111272,f,
111273,f,
111274,f,
111275,f,
111276,f,
111277,f,
111279,f,
112536,f,
111324,f,1.0
111332,f,
111333,f,
111334,f,
111351,f,
111352,f,
111364,f,Pos.7.0
111366,f,
111370,f,
111397,f,
111417,f,1.0
111420,f,1.0
111421,f,2.0
111459,f,Pos. 1.0
111460,f,
111462,f,Pos. 3.0
111501,f,1
111502,f,2
111504,f,
111531,f,
111642,f,
112698,f,
111643,f,
111662,f,
111694,f,
111697,f,
111698,f,
111719,f,
70286,f,
111724,f,
111745,f,
111747,f,
111789,f,
111790,f,1.0
111795,f,
111796,f,
111798,f,
112837,f,Pos 1.0
111801,f,
111802,f,
111807,f,
111818,f,
111828,f,1.0
111831,f,2.0
111837,f,
111906,f,
111963,f,
111971,f,
111972,f,
111973,f,
111983,f,
112042,f,
112706,f,
112113,f,
112126,f,
112251,f,
112252,f,
112253,f,
112254,f,
112259,f,1.0
130675,f,Pos 5.0
112260,f,1.1
112261,f,3.0
112262,f,4.0
112263,f,5.0
112282,f,1.0
112535,f,
112548,f,
112549,f,
112592,f,
112600,f,
112611,f,
70287,f,
112612,f,
112647,f,1
112650,f,2
112653,f,3
112659,f,5
112662,f,6
112680,f,1
112682,f,2
112684,f,3
180728,f,
112873,f,
112905,f,
112928,f,
112950,f,Pos 1.0
112956,f,1.0
112961,f,
60991,f,
113093,f,
113127,f,
116054,f,10
113148,f,
113157,f,
113165,f,
113166,f,
113181,f,
113184,f,50_06
113195,f,
113220,f,
113238,f,
113254,f,
113257,f,
113269,f,
113274,f,
113275,f,
113276,f,
113287,f,
113292,f,
113313,f,
113314,f,
113315,f,
113379,f,
113380,f,
113427,f,Pos 10.0
113432,f,4.0
113433,f,
113435,f,5.0
113515,f,2.0
113541,f,1.0
113546,f,3.0
113547,f,
113593,f,1
113664,f,
113670,f,
113744,f,
113760,f,
113787,f,
113788,f,
114037,f,
114065,f,
283716,f,
114069,f,
114149,f,
114165,f,
114259,f,2.0
114318,f,
312589,f,
214646,f,
261356,f,
148512,f,1.0
114340,f,
114405,f,
114407,f,
114527,f,
283723,f,
114528,f,
114531,f,
115006,f,
114566,f,
114605,f,1.0
114606,f,2.0
114829,f,
261354,f,
114844,f,
114871,f,
114878,f,
114919,f,
114934,f,2
114936,f,4
114949,f,
114981,f,
114989,f,
114992,f,
115246,f,
115053,f,
115073,f,
115145,f,2.0
115148,f,3.0
115157,f,
115168,f,
115176,f,1.0
115179,f,2.0
115195,f,
115238,f,1.0
115240,f,1.1
115244,f,3.0
119237,f,
115264,f,
115276,f,
115280,f,
115284,f,1.1
115287,f,2.0
115288,f,3.0
115328,f,
115418,f,1.0
115421,f,2.0
150636,f,
115455,f,3.0
115479,f,4.0
115480,f,5.0
115481,f,6.0
115482,f,7.0
115565,f,
115664,f,
115680,f,
115683,f,
115724,f,
204195,f,
116053,f,9
115800,f,8.0
115825,f,
115882,f,
116045,f,1
116046,f,2
116047,f,3
116048,f,4
116049,f,5
116050,f,6
116051,f,7
116052,f,8
116055,f,11
116056,f,12
133350,f,3.0
116071,f,1.0
116278,f,Pos 4.0
116721,f,
116727,f,2.0
116729,f,2.1
117436,f,
116795,f,3.0
116796,f,6.0
116809,f,
116811,f,
116814,f,
116817,f,
116820,f,
116830,f,
116846,f,1
116887,f,
116969,f,
116982,f,
116997,f,
117033,f,
117045,f,
117058,f,Pos.3.0
117191,f,
117306,f,2.0
117308,f,3.0
242076,f,
117310,f,4.0
117319,f,
117405,f,
117408,f,
117418,f,5.0
117434,f,
117435,f,
117532,f,Pos 5.0
117534,f,Pos 10.0
117544,f,Pos.3.0
117545,f,Pos.5.0
117546,f,
117547,f,
117548,f,
117551,f,Pos.8.0
117552,f,
117553,f,
214561,f,
117567,f,
117618,f,
117633,f,Pos 2.0
117634,f,
117692,f,
117701,f,1.0
117702,f,2.0
117739,f,
117740,f,
117741,f,
117796,f,
117828,f,
117834,f,
117850,f,3.1
117851,f,6.0
150675,f,
117861,f,
117884,f,2.0
117888,f,3.0
117925,f,
117935,f,1.0
117936,f,
117938,f,
117948,f,
117949,f,
117950,f,
117951,f,
117952,f,
261358,f,
150681,f,
117955,f,
117956,f,
117982,f,
118002,f,
118003,f,
118049,f,1.4 + 2.4
118050,f,1.5 + 2.5
118074,f,
118286,f,
118090,f,
118128,f,
118148,f,
118153,f,
118154,f,
118155,f,
259060,f,
118193,f,
118194,f,
118195,f,
119035,f,
118196,f,
118198,f,
118240,f,Pos.1.0
118241,f,
118242,f,
118243,f,Pos.2.0
283109,f,
118244,f,Pos.3.0
118245,f,Pos.4.0
118246,f,Pos.5.0
118247,f,Pos.6.0
118248,f,
118249,f,
118283,f,
118354,f,
118414,f,
118458,f,
118484,f,2.1.1
118485,f,2.1.2
214709,f,
118545,f,
118548,f,Pos 1.0
118557,f,
118558,f,
118559,f,
118560,f,
118623,f,
118641,f,
118642,f,
118643,f,
118644,f,
118645,f,
118721,f,
118776,f,1.0
118780,f,2.0
118791,f,
118821,f,
119036,f,
119155,f,
118892,f,1.0
118900,f,1.0
118901,f,1.0
118905,f,2.0
118922,f,
118946,f,
118954,f,
118991,f,
119029,f,
119030,f,
119032,f,
119033,f,
119034,f,
119238,f,
119269,f,1
119270,f,2
119272,f,1
119274,f,1
119286,f,1
119288,f,1.0
119305,f,
119320,f,
119323,f,
119340,f,
119359,f,
119383,f,
119384,f,
119400,f,
120188,f,
119405,f,
119406,f,
119497,f,
119506,f,
119561,f,1.0 / 2.0
119563,f,3.0
119565,f,5.0
287281,f,
119573,f,10.0
119606,f,6.0 / 7.0
119660,f,1.0
120192,f,2.3
119833,f,5.5
119863,f,
119898,f,
119946,f,
119947,f,
120009,f,1.0
120011,f,
120113,f,
120114,f,
120168,f,
120170,f,
120175,f,
120177,f,
120218,f,
120273,f,
120329,f,1.0
340565,f,
120331,f,2.0
120338,f,7.0
120348,f,
120351,f,
120376,f,
120448,f,
120450,f,
120542,f,1.0
287704,f,
120569,f,2.1.3
120575,f,2.2.1
120576,f,2.2.2
123333,f,7.0
120589,f,
120671,f,
120699,f,
120708,f,
120762,f,
120764,f,
120765,f,
120770,f,1.0
120773,f,1.3
120775,f,2.0
120777,f,3.0 & 7.0
120780,f,
120791,f,4.0
120793,f,5.0
120838,f,2.1
309951,f,
120839,f,6.0
120848,f,
120849,f,
120853,f,
120866,f,
120868,f,
120894,f,
120957,f,
121025,f,
121027,f,
121045,f,
121046,f,
121059,f,
121092,f,
121914,f,
121133,f,
121139,f,
121199,f,Pos. 2.0
121215,f,
121216,f,
121217,f,
121238,f,
121239,f,
121319,f,1.0
121337,f,1.0
121353,f,
121363,f,
121922,f,
121373,f,
311973,f,
121381,f,1.0
121493,f,
121510,f,
121532,f,Pos. 1.0
121534,f,Pos. 2.0
121536,f,Pos. 3.0
121538,f,1.0 - 4.0
121547,f,1.0
121550,f,3.0
121552,f,
121553,f,
121556,f,
121560,f,
121575,f,
121692,f,
121717,f,
121718,f,
121740,f,
121751,f,9.0
121794,f,
121803,f,
121831,f,4.3
121864,f,
121872,f,1.0
121873,f,2.0
121913,f,
121924,f,
121927,f,
121928,f,
121940,f,
303520,f,
122211,f,3
121979,f,
121991,f,
122080,f,
122136,f,
122138,f,
122143,f,2.0
122144,f,3.0
130898,f,2.0
122186,f,2
122198,f,
122199,f,
122202,f,
122210,f,2
122213,f,
122214,f,
122238,f,
122253,f,
122258,f,
122581,f,
122292,f,
122330,f,
122333,f,
122334,f,
122335,f,
122336,f,
122344,f,
122389,f,3.0
122390,f,4.0
122391,f,5.0
123201,f,
122392,f,6.0
122447,f,Pos 1.0
122449,f,Pos 2.0
122473,f,1.0
122575,f,
122616,f,
122728,f,
122754,f,
122794,f,
122801,f,
122856,f,
122877,f,
122879,f,
122925,f,
122926,f,
122927,f,
122928,f,
122929,f,
122930,f,
122937,f,
122964,f,
122970,f,
122971,f,
122988,f,Nachtrag
122996,f,1.0
123150,f,
123178,f,
123199,f,
123200,f,
